reactant_000,reactant_001
CC[C@]1(C(=O)N2C[C@@H]3C[C@H]2CN3)CC[C@@H](N[C@@H]2CCOC[C@H]2OC)C1,FC(F)(F)c1ccnc(Cl)c1
COc1ccc(CNCc2cc(Cl)ccc2Br)cc1,O=C=NCc1ccccc1
O=C1CCCO1,Sc1cccc(Br)c1
Cc1noc(C)c1B(O)O,O=S(=O)(Oc1ccnc2[nH]ccc12)C(F)(F)F
O=C(c1ccc(Br)cc1)N1CCC(c2ccccc2)C1,OB(O)c1ccccc1C(F)(F)F
CS(=O)c1nccc(-c2c(-c3cccc([N+](=O)[O-])c3)nn3ccccc23)n1,Nc1ccccc1
Cc1ncc[nH]1,Clc1ccc(Br)cn1
CC(C)(C)OC(=O)N1CCC(COCc2cc(C(F)(F)F)cc(Cl)n2)(c2ccccc2)CC1,COc1ccc(B(O)O)cc1
Fc1ccccn1,NCc1ccc(Cl)nc1
Cc1cn(-c2ccccc2)nc1Nc1ccc(O)cc1,Nc1nccc(-c2cccnc2Cl)n1
Clc1cccc(-c2cnc3ccc(Cl)nn23)c1,NC1CCCC(N)C1
CCN(C1CC(C)(C)Oc2ccc(O)cc21)S(C)(=O)=O,CCOCCCBr
COC(=O)c1cccc(Br)c1,Cc1cc(Nc2nccc(C(F)(F)F)n2)cc(B2OC(C)(C)C(C)(C)O2)c1
Clc1ncc(Cl)c(Nc2ccccc2)n1,Nc1ccc(C(=O)O)cc1
Br,OCCc1ccc(F)c(F)c1
O=C1N(C2CCOCC2)CC[C@]12CCCNC2,O=[N+]([O-])c1ccc(Cl)nc1
CC(C)(C)OC(=O)N1CCC(CS(=O)(=O)[O-])CC1,[N-]=[N+]=[N-]
BrCc1ccccc1,O=C(O)Cc1ccc(O)cc1
Cc1cc(Br)cc(C)c1O,O=C1OCCO1
N#Cc1cccc(N2CCC(c3nnc4n3-c3ccc(Cl)cc3COC4)CC2)n1,[OH-]
COc1ccc(Cn2nc(C)c3c(Cl)ccnc32)cc1,O=C1Nc2ccccc2CN1c1ccc(O)c(F)c1
CCC(O)c1ccc(Br)cn1,N#Cc1ccccc1B(O)O
CC(C)(C)ON=c1cc(-c2cc3ccccc3cn2)oc2ccc(Br)cc12,CN(C)C=O
NC(=O)c1c(Cl)cccc1Cl,O=C=Nc1ccc(Cl)c(Cl)c1
CCN(CC)CC,O=C(O)c1c(F)cc(F)cc1F
C=CC(=O)OC(C)(C)C,COC(=O)c1ccc(Br)cc1NC(=O)Cc1c(C)[nH]c2ccc(OC)cc12
CC1(C)OB(c2ccc3c(c2)-c2c(Cl)c4ccccc4n2C(C2CC2)O3)OC1(C)C,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(Br)cc12
COc1ccc(I)cc1,Cc1ccc(-c2ccc3[nH]c4ccc(-c5ccc(C)s5)cc4c3c2)s1
BrCc1c(Br)cccc1Br,CC(=O)[O-]
C#CCOCCOCCOS(=O)(=O)c1ccc(C)cc1,COc1ccc(N)cc1
C[O-],N#Cc1ccc(Cc2c(Cl)nc3ccc(Br)cc3c2Cl)cc1
CC(c1c(F)cc2c(cnn2C(C)C)c1F)c1cnc2ccc(Cl)nn12,CCOC(C)=O
Clc1ccc(Br)cc1,O=C(O)[C@@H]1CCN1
C#Cc1ccccc1,CN(C)C1CCN(c2ccc(NC(=O)c3csc(Br)n3)cc2)C1
COc1cn(-c2cc3c(cc2F)OC(F)(F)O3)nc(C(=O)O)c1=O,[N-]=[N+]=NP(=O)(c1ccccc1)c1ccccc1
CCOC(OCC)(OCC)OCC,Nc1c(Cl)cccc1[N+](=O)[O-]
CN(C)/C=C(\C(=O)CC1CC1)c1ccnc(Nc2ccncc2)n1,CSC(=N)N
C[C@@H]1COCCN1,Nc1nc(Cl)cc(Cl)n1
BrCCCCBr,CNC(=O)c1c(-c2ccc(C)cc2)oc2nc(NS(C)(=O)=O)c(I)cc12
COc1ccc(I)cc1,OB(O)c1cc2cc(Cl)ccc2o1
COC(=O)c1ncccc1C(=O)c1ccc(F)cc1,c1c[nH]cn1
CC(=O)N(C)c1ccc(N)cc1,NCCCCCNc1nc(Cl)nc2[nH]ccc12
CC(C)OP(=O)(CO[C@@H](C)COS(C)(=O)=O)OC(C)C,Nc1nc(Cl)c2[nH]cnc2n1
Clc1cnc2ncccc2n1,[NH4+]
C=CC(C)C#N,O=C1CN(c2ccc(I)cc2OCc2ccccc2)S(=O)(=O)N1
CN,N#CC1C=CC=CC=C1
CC(C)(C)OC(=O)N1CCCNCC1,Clc1nccc2ccc(Br)cc12
Cc1ccnc2c1n(C)c(=O)n2-c1ccc(O)cc1,Cn1c(S(C)(=O)=O)nc2cccnc21
COc1cc2nccc(Cl)c2cc1C(=O)NCCCN1CCOCC1,Oc1ccc(Oc2ccccc2)cc1
COc1ccc(CN(Cc2ccc(OC)cc2)c2nc(C)nc(-c3cc(O)cnc3F)n2)cc1,O=C([O-])C(F)(F)Cl
Brc1cccc(Br)n1,COc1ccc(COc2c[nH]ccc2=O)cc1
CC1(N)CCCC1NC(=O)c1ccccc1-n1nccn1,FC(F)(F)c1cnc(Cl)cn1
FC(F)(F)c1ccc(Cl)nn1,[NH4+]
COc1cc(/C=C/c2nnc(-c3cccc(F)c3)o2)ccc1-n1cnc(C)c1,[NH4+]
CCCCCCNCCCCCC,CCOC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O
CC1(C)OB(c2cc(O)cc(C(F)F)c2)OC1(C)C,Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3Br)n(-c3ccccc3)c(=O)c12
CCOC(=O)C(C)c1cc(F)cc2ccoc12,NC=O
COC(=O)c1ccc2c(c1)[nH]c1c(C#N)cnc(Cl)c12,Cc1c(B2OC(C)(C)C(C)(C)O2)cccc1-n1cnc2c(F)cccc2c1=O
COc1ccccc1-c1ccc2c(Cl)n(-c3ccc(C(F)(F)F)cc3)nc2c1,[OH-]
CCS(=O)(=O)NC(c1cncc(Br)c1)C1CC1,COc1cccc(B(O)O)c1
FC(F)COc1cc2c(Cl)cccc2c(Cl)n1,[F-]
Brc1c(CCc2ccccc2)nc2n1-c1cccnc1Nc1ccccc1-2,CC(C)(C)OC(=O)NC1(c2ccc(B3OC(C)(C)C(C)(C)O3)cc2)CCC1
CC(=O)NN,O=c1[nH]c2ccccc2c(=O)o1
CCCC[Sn](CCCC)(CCCC)c1ccccn1,Cc1ccc(N2C(=O)c3ccccc3C2=O)nc1Br
CCCCCCCBr,COc1cc(NS(=O)(=O)c2ccc(C)cc2)cc(OC)c1
CN1C(=O)N(c2c(Cl)cccc2Cl)Cc2cnc(S(C)(=O)=O)nc21,NCc1ccccc1
COC(=O)c1sc2ncnc(Cl)c2c1C,Nc1ccc(F)cc1O
CCOC(=O)C(O)c1ccc(-c2ccccc2Br)cc1,FC(F)(F)I
CCCC[Sn](CCCC)(CCCC)c1nccs1,CCOC(=O)c1ccc2nc(Br)sc2c1
Clc1cnc(Cl)c(Cl)c1,O=C1N(c2ccccc2Cl)CC[C@]12CCCNC2
O=CNc1nc(CCl)cs1,Sc1ccncc1
CCOC(=O)NCc1ccccc1,COC[C@H]1COC(=O)O1
COc1ncccc1B(O)O,NC(=O)c1sccc1Cc1cn(-c2ccc(I)cc2)cn1
CC(C)c1nc(Cl)c2c(n1)CCN(c1ncccc1C(F)(F)F)CC2,Nc1ccc(Br)cc1
O=Cc1ccccc1F,Sc1ccc2ccc3cccc4ccc1c2c34
CC(C)n1nc(Br)c2ccc(O)cc2c1=O,CSCCCl
COC(=O)Cc1ccc(OS(=O)(=O)C(F)(F)F)cc1,OB(O)c1ccc2ccccc2c1
Brc1ccc(CN2CCOC(c3ccccc3)C2)cc1,OB(O)c1ccccc1C(F)(F)F
CC(=O)O,N#CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1cccc(F)c1
C[S-],Cc1ccc2nc(N3CCS(=O)(=O)c4ccccc4C3)cc(Cl)c2c1
CCCCCC(C)=O,Nc1ccccc1
Nc1cc(Cl)c([N+](=O)[O-])cc1Cl,Oc1ccccc1
COc1cc(O)ccc1C,O=[N+]([O-])c1ccc(Cl)nc1
N#Cc1ccc(-c2ccc(Cl)cc2Cl)nc1Cl,N#Cc1ccc(NC2CCCNC2)nc1
NCc1ccccc1,O=C(O)c1ccccc1Br
CC(C)[C@H](CO)NCc1nc(Br)ccc1F,OB(O)C1=CC2CCC1C2
F[B-](F)(F)F,O=Cc1ccc2c(cnn2Cc2ccc(Cl)cc2C(F)(F)F)c1
O=c1[nH]c2cc(F)c([N+](=O)[O-])cc2[nH]c1=O,Oc1ccncc1F
CNC,COc1cc2c(Nc3cc(O)c(Cl)cc3F)c(C#N)cnc2cc1OCCCl
CS(N)(=O)=O,O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
Cc1cccc(N)c1C1=CC(C)(C)CC(C)(C)C1,ClCCNCCCl
C=CC[Sn](CCCC)(CCCC)CCCC,CCN1c2ncc(Br)cc2C(=O)Nc2c(C)cc(Cl)nc21
Fc1ncccc1C1CCOCC1,Oc1ccc(Nc2nc3ccccc3s2)cc1
COc1cc2nccc(Cl)c2cc1OC,O=C(Nc1ccc(Cl)c(Cl)c1)c1cc(Cl)ccc1O
CC(=O)CC(=O)C(F)(F)F,COc1ccc(C(=O)c2c(N)sc3c2CCCC3)cc1
O=C(Nc1cncc(F)c1)c1cc(Br)ccc1OCc1ccccc1,OB(O)c1ccncc1
O=Cc1cn[nH]c1,OCCBr
CC(C)(C)OC(=O)NCCBr,COc1cc(-c2nn3c(-c4cnc(N)c(C(F)(F)F)c4)c(C)nc3s2)ccc1O
COC(=O)c1ccc(Cl)nc1,COc1cc2c(cc1OC)CNCC2
CCBr,CCOC(=O)c1coc2cc(O)ccc12
C#CC12CC3CC(CC(C3)C1)C2,COC(=O)c1cc(Br)cc(C(=O)OC)c1
COc1ccc(CN(c2ccncn2)S(=O)(=O)c2ccc3c(Cl)nccc3c2)cc1,COc1ccc(Cl)cc1B(O)O
CC[C@@H]1CCCN1c1cc(Cl)nc(N)n1,N#Cc1ccc(B(O)O)cc1F
Cc1cc(N)ccc1O,Clc1ncccc1-c1ccncn1
COc1cc2nccc(Cl)c2cc1OC,O=C(Nc1ccc(Cl)cc1)c1cc(Br)ccc1O
CC(C)(C)OC(=O)N1CCc2c(cnc3[nH]nc(Br)c23)C1,Cc1ccccc1B(O)O
CC#CC(=O)c1c(-c2ccc(F)cc2)nn2ccc(Cl)cc12,N=C(N)Nc1ccccc1
CCCc1ccncc1,[NH2-]
CC(NC(=O)c1cc(I)cc(-n2cnnn2)c1)c1ccco1,Cc1ccc(B(O)O)c(F)c1
COc1ccc(I)nc1Br,C[O-]
C=CC(=O)N1CCOCC1,CCc1nc2c(N)nc3cc(Br)ccc3c2n1CC1CCOCC1
Nc1cccc(Cl)c1,O=[N+]([O-])c1cccnc1Cl
C=CC(=O)OCCCC,CCOC(=O)c1cc2cc(Br)ccc2[nH]1
C1CCNC1,O=S(=O)(c1ccc2c(c1)OC(CBr)OC2)C(F)(F)F
C=CCc1cccc2c1nc(COc1ccc(Cl)cc1)n2CCCC1CCNCC1,ClCCCN1CCCCC1
CCCC[Sn](CCCC)(CCCC)c1cccnc1,Ic1nc(Cc2ccccc2)cs1
CC1(C)OB(c2ccc(NC(=O)Nc3ccncc3)c(F)c2)OC1(C)C,Cc1ccn2nc([C@H](C)Nc3ncnc(N)c3Br)n(-c3ccccc3)c(=O)c12
Nc1ccc(Oc2ccnc3cc(I)sc23)c(F)c1,OB(O)C1=CCC2(CC1)OCCO2
COc1ncccc1B(O)O,Cc1ccc(NC(=O)C2(c3ccc4c(c3)OC(F)(F)O4)CC2)nc1Cl
C=Cc1ccncc1,C[Si](C)(C)CCOCn1nc(I)c2ccc(C=O)cc21
CCCC[Sn](CCCC)(CCCC)c1ccnc(SC)n1,Fc1ccc(-c2nc3c(OCc4ccccc4)cccn3c2I)cc1
COC(=O)c1ccc(Cl)c([N+](=O)[O-])c1,O=Cc1ccccc1O
C=CCCl,Cc1cc([N+](=O)[O-])c(O)cc1Cl
CN(C)/C=N/c1ncc(Cl)cc1Br,NO
CCCN1CCC(c2ccc(N)c(OCC)c2)CC1,COc1ccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)cc1C(=O)Nc1c(F)cccc1F
FC(F)COc1cnc(Cl)c2ccccc12,[F-]
C=Cc1cccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)N(C)c2ccc(OC)cc2)c1,CC(O)=S
CC(C)(C)OC(=O)NCCCN,COc1ccc2cc(C(=O)O)c(Cl)nc2c1
CSC(SC)=C(C#N)C(=O)c1occc1C,N=C(N)N
CCOC(=O)C1CCNCC1,COc1ccc(Cl)nc1
Cc1cc(=O)c([N+](=O)[O-])c(C)[nH]1,O=C1CCC(=O)N1I
C=CCC,CC(=O)CCC(=O)O
CN(C)C=O,Cc1cc(=O)oc2ccc(OS(=O)(=O)C(F)(F)F)cc12
Brc1cnc2c(c1)NCC21CCOCC1,Cc1c(-c2ccccn2)nc2cc(F)ccc2c1Cl
CCN1CCN(c2ccc(N)cc2)CC1,CNc1cc(Cl)ncn1
COC(=O)c1ccc(F)cn1,Cn1ccc(NC(=O)c2cc(O)c3c(c2)OC(C)(C)C3)n1
CCOC(=O)c1nc(I)c2c(-c3ccc(OC)cc3)noc2c1O,N#C[Cu]
CC(C)(C)OC(=O)N1CCOCC1C=O,CC1(C)OC(=O)CC(=O)O1
CC(C)c1cccc(B(O)O)c1,C[C@H]1[C@@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)OC(=O)N1Cc1cc(C(F)(F)F)ccc1I
COc1cc2c(Cl)ncnc2cc1OCC1CCN(CCS(C)(=O)=O)CC1,Cc1cc2cc(O)ccc2[nH]1
COCCBr,O=C(Nc1cccnc1)N1CC(Oc2ccc(-c3cccc(O)c3)cn2)C1
CCCC[Sn](CCCC)(CCCC)c1ccccc1,CCOC(=O)c1cc(I)c(C)n(-c2cccc(C(F)(F)F)c2)c1=O
CCCC(CCC)N1CCc2c(C(=O)OC)cc(Br)cc2C1=O,CCCC[Sn](CCCC)(CCCC)c1ncco1
CCN1C[C@H](C)NCC1=O,CCOC=C(C(=O)OCC)C(=O)OCC
CCOC(=O)c1cccnc1Cl,c1ccc(-c2c[nH]cn2)cc1
CCCC[Sn](CCCC)(CCCC)c1cnccn1,O=Cc1cc2cccc(Cl)c2nc1Cl
COc1cc(CCN2CCCCC2)c(F)cc1N,COc1ccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)cc1C(=O)Nc1c(F)cccc1F
CC(C)(O)C(F)(F)F,CS(=O)(=O)c1ccc(F)c(C(=O)O)c1
N#Cc1ccc2c(c1)NC(=O)CC2,O
Nc1cc(Br)c(NC(=O)CCC2CCCCC2)c(C(F)(F)F)c1,O=Cc1ccc(Cl)s1
Cn1ccc2ncnc(Cl)c21,O=[N+]([O-])c1ccc(O)c(F)c1
CC(C)(C)OC(=O)C(C)(C)Br,O=Cc1cc(Cl)ccc1O
CC1(C)C(C(=O)Nc2nc3c(s2)CCc2nonc2-3)C1(C)C,COCCBr
CN1CCOc2cc(N)ccc21,Clc1cccnc1N1CCc2c(Cl)ncnc2C1
Br,CCC(C)n1cc(-c2ccnc(Cl)c2)c(-c2ccc(Cl)s2)n1
Cn1ncc(Br)c1-c1cc(N)ccc1OCCN1CCOCC1,O=C(O)C1CCCC1
CC1(C)COc2c(nc(Cl)nc2N2CCOCC2)O1,OB(O)c1ccc2[nH]ccc2c1
CC1(C)OB(c2ccc(N)cc2)OC1(C)C,FC(F)(F)CN1CCC(n2ncc3c(N4CC5CCC(C4)O5)nc(Cl)nc32)CC1
Br,Nc1ccc(-c2ccccc2)cc1
CN(C)C=O,Cc1nc(NC(=O)c2c(F)cccc2F)sc1-c1cc(Br)c2c(c1)OCO2
C[C@H](N)c1nc2ccn(C)c2cc1Br,OC1CCNC1
CCCCN,Clc1ncc2[nH]ccc2n1
Brc1ccc(C#CCCc2ccc(CN3CCCC3)cc2)nc1,OB(O)Oc1ccc(Cl)cc1
CCC(CO)(c1cccs1)N(C)C,COC(=O)c1ccc(N)c(Cl)c1OC
CC1(C)OB(c2ccnn2C2CCCCO2)OC1(C)C,C[C@@H](Cn1ccc(-c2ccc(C#N)c(Cl)c2)n1)NC(=O)c1csc(Br)n1
CC#C[Sn](CCCC)(CCCC)CCCC,COC(=O)c1ccc(Br)cn1
COc1cc(N)c(C(N)=O)c(OC)c1,O=Cc1ccc2[nH]c(CO)cc2c1
CCOC(=O)c1cc(F)ccc1O,COc1cc2nccc(Cl)c2cc1OC
COc1cnc2c(Cl)ccnc2c1,Oc1ccc(Nc2nnc(-c3ccccc3)c3ccccc23)cn1
Fc1ccc(Br)cc1I,OB(O)c1c(O)cccc1Cl
COCCOCCOC,Fc1cc(F)cc(Br)c1
C1O[C@@H]2CN[C@H]1C2,NC(=O)c1cc(-n2nnnc2CCl)cc(C(F)(F)F)c1
C[C@@H]1CN[C@@H](C)CN1,Clc1nnc(Cl)c2cnccc12
C=CCNCC=C,O=C(CCCCCl)c1ccc2c(c1)Cc1cc(C(=O)CCCCCl)ccc1O2
C1CNCCN1,Fc1ccc2nc(Cl)ccc2c1
CC(C)(C)NC(=O)c1cn(COCC[Si](C)(C)C)c2ncc(Br)nc12,Fc1ccc2cn[nH]c2c1
CC(C)(C)OC(=O)NCCCBr,CC(C)(C)OC(=O)n1c2ccc(F)cc2c2cc3c4cc(F)ccc4n(C(=O)OC(C)(C)C)c3c(O)c21
CN(C)C=CC(=O)c1c(-c2ccc(F)cc2)nn2c(NC3CCCC3)nccc12,N=C(N)NC1CCCC1
CC1=CC(=O)c2ccccc2C1=O,OCCO
O=S(=O)(c1ccc(Cl)cc1)C(F)(F)F,Oc1ccc(Cl)c(Cl)c1
O=C(Cl)c1ccccc1Cl,O=C(Nc1ccc2c(c1)CCC2)c1ccccc1Cl
CCCCCCCCCCCCO,O=C(O)c1ccc(Br)o1
C=C1Sc2ccccc2NC1=O,NOCc1ccccc1
Cc1ccc(-c2cc(N3CCN(c4ccc(OCC5COC(CBr)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)nc(C)n2)cc1,c1c[nH]cn1
Ic1ccnc(Nc2ccc3c(c2)OCCO3)c1,OB(O)c1ccc(F)cc1
O=C(O)c1cc(-c2ccccc2)cc2c(C3CCCS(=O)(=O)CC3)c[nH]c12,On1nnc2ccccc21
CC(CNc1nc(Cl)ncc1Cl)NS(C)(=O)=O,CCN1CCc2ccc(N)cc2CC1
IC1COC1,O=c1cc(Br)cc[nH]1
CCn1c(C)nc2cc([N+](=O)[O-])c(Cl)cc21,Sc1cccc2cnccc12
CCC[Zn+],O=C1C=C2c3cccc(I)c3CCN2C(=O)CN1
CCCC[Sn](CCCC)(CCCC)C1=CCOCC1,O=[N+]([O-])c1ccc(-c2nc(Cl)cc(N3C4CCC3COC4)n2)cc1
Cc1cc2[nH]c(=O)ccc2c(Br)c1[C@@H](COC(=O)C(C)(C)C)OC(C)(C)C,OB(O)c1ccc(Cl)cc1
CC(=O)CC(=O)C1CC1,COc1ccc(C(=O)c2c(N)sc3c2CCC3)cc1
Nc1ccccc1,O=C(CBr)Nc1ccc(F)cc1C(=O)O
CC(=O)OCc1c(Br)cccc1Br,CN(C)c1ccc2c(c1)CCNC2=O
CC(C)(C)OC(=O)N1CCN2C(=O)OCC2C1,Oc1cccnc1
CN(CCCI)C(=O)OC(C)(C)C,Cc1c(O)cccc1NC(=O)CC12CC3CC(CC(C3)C1)C2
CCCc1c(OCCCOc2ccc(C#N)cc2Cl)ccc(C(C)=O)c1O,[N-]=[N+]=[N-]
C=C(C#N)OC(C)=O,C[Si](C)(C)OC1=CCCC=C1
CC(C)(C)OC(=O)n1cc(B2OC(C)(C)C(C)(C)O2)cn1,CS(=O)(=O)c1ccc(N[C@H]2CCN(C3CCN(c4ncc(Br)cn4)CC3)C2=O)c(F)c1
CCCC[Sn](CCCC)(CCCC)c1nccn1S(=O)(=O)N(C)C,Cc1ccccc1C(=O)OC[C@H]1O[C@@H](n2ccc3c(I)ccnc32)C[C@@H]1OC(=O)c1ccccc1C
Nc1nc(NCCNc2nc(Cl)cc3ncnn23)ccc1[N+](=O)[O-],OB(O)c1ccc(Cl)cc1Cl
Brc1cccc(Br)c1,CN(C)c1ccc2c(=O)[nH]ccc2c1
COC(=O)OC,COC(=O)c1c[nH]c2cc(Br)ccc12
C[O-],Oc1ccc(-c2cc3c(Br)c(O)ccc3o2)cc1
CC(=O)NCCNc1nc2ccc(OCC3CC3)cc2cc1CCl,CCc1nc(O)cc2cc(OC)c(OC)cc12
BrCBr,O=Cc1c(Br)ccc(O)c1O
CCOC(=O)CC(=O)c1ccc(Cl)c(OC)c1,Nc1nc(-c2ccc(F)cc2)n[nH]1
COc1ccc(N)cc1[N+](=O)[O-],O=C(Cl)c1ccncc1
C#C[Si](CC)(CC)CC,NC1=N[C@](CF)(c2cc(Br)ccc2F)C[C@@H](C(F)(F)F)O1
NC1(CCCCNC(=O)OCc2ccccc2)CCC(=O)NC1=O,O=C1OC(=O)c2ccccc21
CCOC(=O)c1cccc(I)c1,SC1CCCCC1
Nc1ccccc1C(=O)c1ccccc1Cl,O=[N+]([O-])c1cccnc1Cl
C=C[Sn](CCCC)(CCCC)CCCC,CCOC(=O)c1c(OCc2ccccc2)c2n(c1Br)C(C)CN(C)C2=O
C=C[Sn](CCCC)(CCCC)CCCC,O=C1CCc2cc(Br)cnc2N1
C=C[Sn](CCCC)(CCCC)CCCC,Cc1cc(Br)ccc1CO
CC(C)(C)OC(=O)N[C@H](C(=O)c1ccc(F)cc1)C(C)(C)C,[N-]=[N+]=[N-]
Cc1cn(C(=O)OC(C)(C)C)c2c(Cl)ncc(C(=O)O)c12,Nc1cccc(Cl)c1
C=CCCn1ccc2c(=O)[nH]c(Cl)nc21,OB(O)c1ccc(C(F)(F)F)cc1
COC(=O)Cn1nc(-c2ccccc2F)ccc1=N,O=P(Cl)(Cl)Cl
BrCC1CC1,CCNCC(C)N1c2ccccc2Sc2ccc(C#N)cc21
CC(=O)CCl,Cn1c(=O)[nH]c(=O)c2[nH]cnc21
CC(C)(C)c1cc(CCCC(=O)Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,[NH4+]
O=C([O-])c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,O=C1OCCN1CCCl
COc1cc(C=O)ccc1F,O=C(O)CC(=O)O
CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)C,Nc1ccccn1
CCc1cc(N)c(OC)cc1N1CCC(N2CCN(S(C)(=O)=O)CC2)CC1,O=C(Nc1c(F)cccc1F)c1cccc(-c2nc3ccccn3c2-c2ccnc(Cl)n2)c1
COC(=O)c1ccc(N(C=O)CC(C)=O)c(OC)c1,[NH4+]
O=c1n(CCc2cc(Br)ccn2)nc2ccc(-c3ccc(OC(F)(F)F)cc3)cn12,OB(O)C1CC1
FC(F)CCl,O=C1NC(=O)c2ccccc21
CCOC(=O)c1cnn2ccc(Cl)nc12,Fc1ccc(C(F)(F)F)c([C@H]2CCCN2)c1
Clc1nccn2c(C3CCC3)nc(-c3ccc4cccnc4c3)c12,N
O=C([O-])C(F)(F)Cl,O=[N+]([O-])c1cccc2cc(O)cnc12
ClCCOc1cccnc1,[NH4+]
BrCC1COc2ccccc2O1,OC1CCCNC1
CC(C)(C)OC(=O)NC1CCN(c2ccc(B3OC(C)(C)C(C)(C)O3)cn2)CC1,CCN(c1cc(Br)cc(C(=O)NCc2c(C(C)C)cc(C)[nH]c2=O)c1C)C1CCOCC1
CC(C)(C)OC(=O)NC1CCNCC1,Clc1nc2ccccc2o1
CC(C)(C)OC(=O)Nc1ccc(B2OC(C)(C)C(C)(C)O2)c2c1Cc1ccccc1S2,O=c1cc(Cl)oc(N2CCOCC2)c1
CCn1c(C(C)N)nc2ccccc21,Clc1ncnc2[nH]cnc12
CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4)c(Br)cn3)cccc2s1,OB(O)c1ccc(F)cc1
Brc1ccc(I)cc1,C1CC2(CCN1)OCCO2
O=Cc1ccc(Cl)cc1,O=S([O-])c1ccccc1
CC(=O)N(C)C,CC(C)(C)[C@@H](CO)NC(=O)c1nn(-c2cc(Br)ccn2)c2c1C[C@H]1C[C@@H]21
COc1cc(-c2nc3ccc(N4CCCNCC4)cc3c(=O)n2CC(=O)NC(C)C)ccc1F,OCCBr
CCOC(=O)N1CCNCC1,C[C@@H]1O[C@@]1(Cn1cncn1)c1ccc(F)cc1F
NC(=O)c1ccccc1N,O=Cc1ccccc1
CC(C)(C)OC(=O)N1CCN(C(C#N)=Cc2ccccc2)CC1,[N-]=[N+]=[N-]
Cn1c(NS(=O)(=O)c2ccccc2)nc2ccccc21,FC(F)(F)c1cccc(CBr)c1
C#Cc1ccccc1C1(C(N)=O)CC1,COc1ccc(Nc2ncc(C(F)(F)F)c(Cl)n2)cn1
CC(C)(C)OC(=O)NC1=NC(C)(c2cc(N)ccc2F)COC1,O=Cc1ccco1
COc1ccc2c(Cl)ccnc2c1,Sc1ccccc1
CCOC(CBr)OCC,COc1ccc(O)c(Br)c1
CN(C)C=O,COc1cc(C(C)N[C@H](C)c2cccc(Cl)c2)nn1-c1ccc(Br)cc1
CN(CCN)S(C)(=O)=O,COC(=O)c1ncc2c(=O)n(Cc3ccccc3)ccc2c1O
COc1cc(B(O)O)cc(OC)c1OC,O=c1[nH]c2ncc(Br)nc2n1-c1ccc2[nH]ccc2c1
CC(C)(C)OC(=O)N1CC2OC2C1,COC(=O)c1cc(O)cc(-c2ccc(C)cc2C#N)c1
COc1cc(C=O)ccc1Oc1ccc(C#N)cc1C(F)(F)F,O=C1CSC(=O)N1
Cc1cccc(-c2[nH]c(Cc3ccc(F)c(C#N)c3)nc2-c2ccc3ncccc3c2)n1,[N-]=[N+]=[N-]
CN,N#Cc1ccnc(Cl)c1
CN(C)CCO,Nc1ccnc(Cl)n1
C=CCCc1cc(Cl)nc(SC)n1,OB(O)c1ccco1
Nc1c(Cl)cc(C(=O)OCC2CCN(CCNc3nc(=O)cc[nH]3)CC2)c2c1OCCO2,Oc1nc(Cl)nc2ccccc12
CCCNN1CCCC1=O,Clc1ccncc1
CSC,c1ccc2[nH]ccc2c1
Brc1n[nH]c2ccccc12,COc1ccc(B(O)O)cc1
CCC1(CC)C(=O)N=C([O-])NC1=O,CCCCCCCCCCCCOCCl
Clc1nccc2cc[nH]c12,O=[N+]([O-])c1ccc(O)c(F)c1
C[C@H](NC(=O)c1cnc(Cl)cn1)C(F)(F)F,C[Si](C)(C)CCOCn1ccc2c(-c3cnn(C4(CC#N)CNC4)c3)ncnc21
CC(C)C[Mg]Br,Cc1cc(C#N)ccc1-c1ccc(C(F)(F)F)cc1
N=C(N)c1ccccn1,NNC(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12
O=[N+]([O-])c1cc(Br)ccc1Br,O=[N+]([O-])c1ccccc1Br
CCC(CC)c1cc(C)nn2c(-c3sc(Br)nc3C)c(C)nc12,CCCNCCC
CCCCCCCC/C=C\CCCCCCCCN,CCCCCCCCCCCCCCCCBr
C#CCO,FC(F)(F)c1ccc(Br)cc1
COc1ccc(Br)cc1,Oc1ccc(Cl)cc1
CC(C)CN,O=C1OC(=O)c2cc(Br)ccc21
CN(C)CCCNc1ccc(N)cc1F,O=C(Cc1cccs1)Nc1cccc(-c2nn3ccccc3c2-c2ccnc(Cl)n2)c1
